index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
339,12753741232909,S,Ferndale High,Ferndale Unified,Humboldt,29,18,507.0,520.0,511.0,11.0,61.11
340,12753820000000,D,,Mattole Unified,Humboldt,93,6,,,,,
341,12753821230085,S,Mattole Triple Junction High,Mattole Unified,Humboldt,2,2,,,,,
342,12753821230135,S,Mattole Valley Charter (#159),Mattole Unified,Humboldt,91,4,,,,,
343,12755150000000,D,,Eureka City Schools,Humboldt,321,111,517.0,523.0,502.0,57.0,51.35
344,12755151232206,S,Eureka Senior High,Eureka City Schools,Humboldt,249,111,517.0,523.0,502.0,57.0,51.35
345,13000000000000,C,,,Imperial,2693,898,458.0,463.0,449.0,269.0,29.96
346,13101320000000,D,,Imperial County Office of Education,Imperial,57,0,,,,,
347,13630810000000,D,,Brawley Union High,Imperial,470,156,452.0,451.0,442.0,43.0,27.56
348,13630811331404,S,Brawley High,Brawley Union High,Imperial,346,156,452.0,451.0,442.0,43.0,27.56
349,13630990000000,D,,Calexico Unified,Imperial,777,216,431.0,432.0,425.0,47.0,21.76
350,13630991332204,S,Calexico High,Calexico Unified,Imperial,711,216,431.0,432.0,425.0,47.0,21.76
351,13631070000000,D,,Calipatria Unified,Imperial,73,23,464.0,453.0,446.0,6.0,26.09
352,13631071332501,S,Calipatria High,Calipatria Unified,Imperial,73,23,464.0,453.0,446.0,6.0,26.09
353,13631150000000,D,,Central Union High,Imperial,905,322,473.0,483.0,466.0,116.0,36.02
354,13631151330133,S,Southwest High,Central Union High,Imperial,472,193,476.0,482.0,468.0,70.0,36.27
355,13631151333004,S,Central Union High,Central Union High,Imperial,377,128,468.0,486.0,464.0,46.0,35.94
356,13631151333558,S,Desert Oasis High (Continuation),Central Union High,Imperial,56,1,,,,,
357,13631490000000,D,,Holtville Unified,Imperial,142,67,441.0,451.0,434.0,13.0,19.4
358,13631491335306,S,Holtville High,Holtville Unified,Imperial,140,67,441.0,451.0,434.0,13.0,19.4
359,13631640000000,D,,Imperial Unified,Imperial,231,105,495.0,494.0,474.0,44.0,41.9
360,13631641335900,S,Imperial High,Imperial Unified,Imperial,225,105,495.0,494.0,474.0,44.0,41.9
361,13632140000000,D,,San Pasqual Valley Unified,Imperial,38,9,,,,,
362,13632141337609,S,San Pasqual Valley High,San Pasqual Valley Unified,Imperial,29,9,,,,,
363,14000000000000,C,,,Inyo,1217,87,490.0,494.0,471.0,43.0,49.43
364,14101400000000,D,,Inyo County Office of Education,Inyo,993,4,,,,,
365,14101400117994,S,YouthBuild Charter School of California,Inyo County Office of Education,Inyo,573,1,,,,,
366,14101400121301,S,YouthBuild Charter School of California Central,Inyo County Office of Education,Inyo,71,0,,,,,
367,14101400128447,S,The Education Corps,Inyo County Office of Education,Inyo,243,3,,,,,
368,14101400128454,S,College Bridge Academy,Inyo County Office of Education,Inyo,104,0,,,,,
369,14632480000000,D,,Big Pine Unified,Inyo,9,3,,,,,
370,14632481431352,S,Big Pine High,Big Pine Unified,Inyo,9,3,,,,,
371,14632890000000,D,,Lone Pine Unified,Inyo,24,6,,,,,
372,14632891434901,S,Lone Pine High,Lone Pine Unified,Inyo,20,6,,,,,
373,14632970000000,D,,Owens Valley Unified,Inyo,6,1,,,,,
374,14632971436203,S,Owens Valley High,Owens Valley Unified,Inyo,6,1,,,,,
375,14766870000000,D,,Bishop Unified,Inyo,182,73,494.0,506.0,476.0,38.0,52.05
376,14766870119081,S,Bishop Independent Study,Bishop Unified,Inyo,12,0,,,,,
377,14766871431600,S,Bishop Union High,Bishop Unified,Inyo,158,73,494.0,506.0,476.0,38.0,52.05
378,15000000000000,C,,,Kern,13198,4300,459.0,467.0,449.0,1308.0,30.42
379,15101570000000,D,,Kern County Office of Education,Kern,736,71,404.0,410.0,407.0,10.0,14.08
380,15101570119669,S,Paramount Academy,Kern County Office of Education,Kern,56,54,373.0,390.0,377.0,4.0,7.41
381,15101571530492,S,Valley Oaks Charter,Kern County Office of Education,Kern,63,17,499.0,476.0,502.0,6.0,35.29
382,15634120000000,D,,Delano Joint Union High,Kern,977,372,439.0,457.0,436.0,87.0,23.39
383,15634120100529,S,Cesar E. Chavez High,Delano Joint Union High,Kern,317,162,439.0,463.0,439.0,37.0,22.84
384,15634120116384,S,Robert F. Kennedy High,Delano Joint Union High,Kern,223,85,443.0,449.0,449.0,19.0,22.35
385,15634121531672,S,Delano High,Delano Joint Union High,Kern,390,125,436.0,453.0,422.0,31.0,24.8
386,15635290000000,D,,Kern High,Kern,9227,3182,461.0,468.0,450.0,973.0,30.58
387,15635290100198,S,Golden Valley High,Kern High,Kern,583,236,431.0,425.0,424.0,39.0,16.53
388,15635290110999,S,Frontier High,Kern High,Kern,562,244,486.0,503.0,475.0,102.0,41.8
389,15635290116392,S,Independence High,Kern High,Kern,459,213,471.0,473.0,463.0,75.0,35.21
390,15635290116400,S,Mira Monte High,Kern High,Kern,463,184,398.0,406.0,403.0,19.0,10.33
391,15635291530047,S,Nueva Continuation High,Kern High,Kern,81,1,,,,,
392,15635291530112,S,Vista West Continuation High,Kern High,Kern,179,2,,,,,
393,15635291530252,S,Arvin High,Kern High,Kern,517,171,420.0,424.0,417.0,21.0,12.28
394,15635291530344,S,Stockdale High,Kern High,Kern,461,271,524.0,548.0,520.0,157.0,57.93
395,15635291530369,S,Centennial High,Kern High,Kern,433,204,509.0,519.0,489.0,108.0,52.94
396,15635291530385,S,Ridgeview High,Kern High,Kern,555,233,436.0,443.0,421.0,38.0,16.31
397,15635291530435,S,Kern Workforce 2000 Academy,Kern High,Kern,213,0,,,,,
398,15635291530476,S,Liberty High,Kern High,Kern,424,208,517.0,531.0,501.0,120.0,57.69
399,15635291530708,S,Bakersfield High,Kern High,Kern,677,200,486.0,492.0,457.0,80.0,40.0
400,15635291532290,S,East Bakersfield High,Kern High,Kern,488,168,425.0,429.0,435.0,34.0,20.24
401,15635291532605,S,Foothill High,Kern High,Kern,429,144,415.0,436.0,410.0,18.0,12.5
402,15635291533330,S,Highland High,Kern High,Kern,463,183,470.0,454.0,445.0,52.0,28.42
403,15635291533538,S,Kern Valley High,Kern High,Kern,108,23,482.0,464.0,467.0,6.0,26.09
404,15635291534775,S,North High,Kern High,Kern,348,96,467.0,460.0,443.0,29.0,30.21
405,15635291535087,S,Shafter High,Kern High,Kern,309,79,442.0,464.0,440.0,16.0,20.25
406,15635291535392,S,South High,Kern High,Kern,448,176,417.0,420.0,400.0,18.0,10.23
407,15635291536606,S,West High,Kern High,Kern,538,146,450.0,455.0,432.0,41.0,28.08
408,15636280000000,D,,Maricopa Unified,Kern,136,4,,,,,
409,15636280127209,S,California Virtual Academy High @ Maricopa,Maricopa Unified,Kern,120,0,,,,,
410,15636281533843,S,Maricopa High,Maricopa Unified,Kern,16,4,,,,,
411,15636770000000,D,,Mojave Unified,Kern,159,50,450.0,430.0,428.0,9.0,18.0
412,15636770114512,S,California City High,Mojave Unified,Kern,113,41,445.0,431.0,424.0,8.0,19.51
413,15636771534460,S,Mojave Jr./Sr. High,Mojave Unified,Kern,46,9,,,,,
414,15636850000000,D,,Muroc Joint Unified,Kern,138,58,498.0,507.0,484.0,27.0,46.55
415,15636851530997,S,Boron Junior-Senior High,Muroc Joint Unified,Kern,43,9,,,,,
416,15636851531987,S,Desert Junior-Senior High,Muroc Joint Unified,Kern,95,49,502.0,505.0,489.0,23.0,46.94
417,15637760000000,D,,Southern Kern Unified,Kern,223,51,465.0,471.0,463.0,17.0,33.33
418,15637761530377,S,Abraham Lincoln Alternative,Southern Kern Unified,Kern,19,0,,,,,
419,15637761534957,S,Rosamond High,Southern Kern Unified,Kern,181,51,465.0,471.0,463.0,17.0,33.33
420,15638180000000,D,,Taft Union High,Kern,251,69,464.0,471.0,452.0,18.0,26.09
421,15638181535905,S,Taft Union High,Taft Union High,Kern,222,69,464.0,471.0,452.0,18.0,26.09
422,15638260000000,D,,Tehachapi Unified,Kern,326,102,528.0,518.0,501.0,56.0,54.9
423,15638261536135,S,Tehachapi High,Tehachapi Unified,Kern,259,102,528.0,518.0,501.0,56.0,54.9
424,15638590000000,D,,Wasco Union High,Kern,385,106,432.0,448.0,433.0,22.0,20.75
425,15638591536440,S,Wasco High,Wasco Union High,Kern,327,106,432.0,448.0,433.0,22.0,20.75
426,15737420000000,D,,Sierra Sands Unified,Kern,371,116,518.0,536.0,514.0,70.0,60.34
427,15737421531367,S,Burroughs High,Sierra Sands Unified,Kern,319,116,518.0,536.0,514.0,70.0,60.34
428,15739080000000,D,,McFarland Unified,Kern,203,100,407.0,420.0,394.0,14.0,14.0
429,15739081534155,S,McFarland High,McFarland Unified,Kern,193,100,407.0,420.0,394.0,14.0,14.0
430,15751680000000,D,,El Tejon Unified,Kern,66,19,473.0,469.0,443.0,5.0,26.32
431,15751681530401,S,Frazier Mountain High,El Tejon Unified,Kern,66,19,473.0,469.0,443.0,5.0,26.32
432,16000000000000,C,,,Kings,2123,586,451.0,446.0,440.0,149.0,25.43
433,16101650000000,D,,Kings County Office of Education,Kings,58,0,,,,,
434,16638750000000,D,,Armona Union Elementary,Kings,174,3,,,,,
435,16638750101717,S,Crossroads Charter,Armona Union Elementary,Kings,43,0,,,,,
436,16638750112698,S,California Virtual Academy @ Kings,Armona Union Elementary,Kings,58,3,,,,,
437,16638750121491,S,"National University Academy, Armona",Armona Union Elementary,Kings,73,0,,,,,
438,16638910000000,D,,Corcoran Joint Unified,Kings,231,71,443.0,446.0,431.0,16.0,22.54
439,16638911632207,S,Corcoran High,Corcoran Joint Unified,Kings,192,71,443.0,446.0,431.0,16.0,22.54
440,16639250000000,D,,Hanford Joint Union High,Kings,962,258,460.0,459.0,449.0,71.0,27.52
441,16639250118919,S,Sierra Pacific High,Hanford Joint Union High,Kings,204,64,481.0,483.0,464.0,21.0,32.81
442,16639251630169,S,Hanford West High,Hanford Joint Union High,Kings,304,108,448.0,454.0,450.0,26.0,24.07
443,16639251634401,S,Hanford High,Hanford Joint Union High,Kings,340,86,460.0,449.0,436.0,24.0,27.91
444,16639820000000,D,,Lemoore Union High,Kings,558,172,475.0,468.0,460.0,59.0,34.3
445,16639820110205,S,Lemoore Middle College High,Lemoore Union High,Kings,62,55,485.0,468.0,464.0,22.0,40.0
446,16639821635606,S,Lemoore High,Lemoore Union High,Kings,448,117,470.0,468.0,459.0,37.0,31.62
447,16739320000000,D,,Reef-Sunset Unified,Kings,140,82,376.0,357.0,372.0,1.0,1.22
448,16739321630953,S,Avenal High,Reef-Sunset Unified,Kings,125,82,376.0,357.0,372.0,1.0,1.22
449,17000000000000,C,,,Lake,662,207,487.0,479.0,478.0,88.0,42.51
450,17640140000000,D,,Kelseyville Unified,Lake,133,42,500.0,468.0,491.0,18.0,42.86
451,17640141734359,S,Kelseyville High,Kelseyville Unified,Lake,122,42,500.0,468.0,491.0,18.0,42.86
452,17640220000000,D,,Konocti Unified,Lake,177,40,463.0,457.0,459.0,12.0,30.0
453,17640221735000,S,Lower Lake High,Konocti Unified,Lake,136,40,463.0,457.0,459.0,12.0,30.0
454,17640300000000,D,,Lakeport Unified,Lake,125,51,500.0,511.0,497.0,28.0,54.9
455,17640301732304,S,Clear Lake High,Lakeport Unified,Lake,111,51,500.0,511.0,497.0,28.0,54.9
456,17640550000000,D,,Middletown Unified,Lake,127,44,507.0,518.0,489.0,25.0,56.82
457,17640551736008,S,Middletown High,Middletown Unified,Lake,106,44,507.0,518.0,489.0,25.0,56.82
458,17640710000000,D,,Upper Lake Union High,Lake,95,30,450.0,412.0,436.0,5.0,16.67
459,17640711737006,S,Upper Lake High,Upper Lake Union High,Lake,86,30,450.0,412.0,436.0,5.0,16.67
460,18000000000000,C,,,Lassen,404,87,484.0,495.0,477.0,37.0,42.53
461,18640890000000,D,,Big Valley Joint Unified,Lassen,17,2,,,,,
462,18640891831601,S,Big Valley Jr. Sr. High,Big Valley Joint Unified,Lassen,17,2,,,,,
463,18641390000000,D,,Lassen Union High,Lassen,215,70,492.0,507.0,484.0,35.0,50.0
464,18641391833805,S,Lassen High,Lassen Union High,Lassen,210,70,492.0,507.0,484.0,35.0,50.0
465,18641620000000,D,,Ravendale-Termo Elementary,Lassen,58,2,,,,,
466,18641620120287,S,New Day Academy,Ravendale-Termo Elementary,Lassen,18,2,,,,,
467,18641626010763,S,Long Valley Charter,Ravendale-Termo Elementary,Lassen,39,0,,,,,
468,18642040000000,D,,Westwood Unified,Lassen,74,8,,,,,
469,18642041830132,S,Westwood Charter,Westwood Unified,Lassen,51,1,,,,,
470,18642041838507,S,Westwood High,Westwood Unified,Lassen,23,7,,,,,
471,18750360000000,D,,Fort Sage Unified,Lassen,38,5,,,,,
472,18750360121657,S,Mt. Lassen Charter,Fort Sage Unified,Lassen,17,0,,,,,
473,18750361833409,S,Herlong High,Fort Sage Unified,Lassen,21,5,,,,,
474,19000000000000,C,,,Los Angeles,123666,59663,466.0,476.0,464.0,21390.0,35.85
475,19101990000000,D,,Los Angeles County Office of Education,Los Angeles,1543,372,484.0,471.0,487.0,168.0,45.16
476,19101990109926,S,Academia Avance Charter,Los Angeles County Office of Education,Los Angeles,57,57,380.0,386.0,382.0,6.0,10.53
477,19101990109942,S,Los Angeles International Charter High,Los Angeles County Office of Education,Los Angeles,61,65,401.0,420.0,428.0,15.0,23.08
478,19101990127522,S,Optimist Charter,Los Angeles County Office of Education,Los Angeles,17,0,,,,,
479,19101991933399,S,L.A. County High School for the Arts,Los Angeles County Office of Education,Los Angeles,163,129,565.0,509.0,570.0,90.0,69.77
480,19101991995257,S,Alternative Opportunity Programs,Los Angeles County Office of Education,Los Angeles,127,0,,,,,
481,19101991995869,S,International Polytechnic High,Los Angeles County Office of Education,Los Angeles,129,110,508.0,519.0,495.0,57.0,51.82
482,19101991996008,S,Soledad Enrichment Action Charter High,Los Angeles County Office of Education,Los Angeles,240,11,338.0,305.0,335.0,0.0,0.0
483,19642120000000,D,,ABC Unified,Los Angeles,1781,885,528.0,566.0,534.0,549.0,62.03
484,19642121930056,S,Cerritos High,ABC Unified,Los Angeles,566,367,535.0,587.0,546.0,263.0,71.66
485,19642121930361,S,Artesia High,ABC Unified,Los Angeles,314,130,453.0,466.0,450.0,31.0,23.85
486,19642121931880,S,Whitney (Gretchen) High,ABC Unified,Los Angeles,164,154,639.0,687.0,661.0,151.0,98.05
